objectid,title,description,creator,location,latitude,longitude,date,dateCreated:end,type,format,subject,language,filename,rights,identifier
01_03_057,First National Bank,"The First National Bank of Moscow, Idaho. This street scene shows dirt roads and carriages along with early telephone lines and a traffic light. R. Hodgins pharmacy is next door to the bank.",Photographer Unidentified,"Moscow, Idaho",46.732211,-117.001638,1900,1905,Image;StillImage,image/jpeg,First National Bank; Moscow; Idaho; Hodgin's; ;,eng,01_03_057.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_057
01_03_058,#12 Browne Block in the mid 1890s,"The browne Block in the 1890s shown housing The Moscow National Bank, and the Moscow Drug Company. The McConnell Maguire Store can be seen behind the Browne Block located on Main street in Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.733105,-117.001214,1893,1897,Image;StillImage,image/jpeg,Browne Block; The Moscow National Bank; Moscow Drug Company; Main Street; Moscow; Idaho,eng,01_03_058.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_058
01_03_059,#70 Cornwall Block in the late 1890s,"The Cornwall block in the late 1890sshowing the following businesses: Bank, Idaho Abstract Company, Millinery, The Fair Dry Goods and Notions.",Photographer Unidentified,"Moscow, Idaho",46.732303,-116.999344,1896,1899,Image;StillImage,image/jpeg,Cornwall Block; Idaho Abstract Company; Millinery; Main Street; Moscow; Idaho,eng,01_03_059.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_059
01_03_060,#25 Spicer Block in the early 1900s,The Spicer block in the early 1900s showing the First Trust Company Bank. The block shows dirt roads and a boardwalk.,Photographer Unidentified,"Moscow, Idaho",46.732899,-117.001238,1900,1903,Image;StillImage,image/jpeg,Spicer Block; First Trust company Bank; Main Street; Moscow; Idaho;,eng,01_03_060.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_060
01_03_061,The Korter Creamery,"Interior view of the Korter Creamery milk bottling plant in Moscow, Idaho. The plant is bottling one quart cartons of Grade A Milk Homogenized. The milk is bottled by Korter's in PurePak containers for Natural Flavors. There is a man operating the machine that is filling the quart cartons.",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1940,1950,Image;StillImage,image/jpeg,Korter Creamery; Milk; Bottling; Machinery; Factory; Idaho,eng,01_03_061.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_061
01_03_062,The Telephone Company,An interior view of the Telephone Compnay in the 1960s. Women can be seen operating the switchboard and looking up phone numbers.,Photographer Unidentified,"Moscow, Idaho",46.731524,-117.001558,1963,1967,Image;StillImage,image/jpeg,Telephone Company; Operator; Telephone; Switchboard; Moscow; Idaho,eng,01_03_062.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_062
01_03_063,The Daily Idahonian,"An interior view of the Daily Idahonian print shop. In view are the presses, furniture and type used to print the newspaper and other publications.",Photographer Unidentified,"Moscow, Idaho",46.7322,-117.002609,1949,,Image;StillImage,image/jpeg,The Daily Idahonian; Print Shop; Press; Type; Moscow; Idaho,eng,01_03_063.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_063
01_03_064,Grocery Store Interior,"Interior of a grocery store on Main Street in Moscow, Idaho. This image shows canned goods, bulk goods with customers, children, a proprietor and a dog.",Photographer Unidentified,"Moscow, Idaho",46.732388,-117.000168,1905,1910,Image;StillImage,image/jpeg,Grocery Store; Dog; Children; Canned Food; Bulk Food; Idaho,eng,01_03_064.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_064
01_03_065,Blanchard's Cigar Store,"Interior of Blanchard's Cigar Store, showing counter, overhead light fixture, round wood-burning stove, and two men - George and Charlie Blanchard.  Located at 509 South Main, Moscow, Idaho.",Photographer Unidentified,"Moscow, Idaho",46.730877,-117.001623,1885,1895,Image;StillImage,image/jpeg,"Cigar Store; Stove; Light fixture; Cash register; Blanchard, George ; Blanchard, Charlie",eng,01_03_065.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_065
01_03_066,J.C. Penney Store interior,"J.C. Penney store interior, Moscow, ID - was a Golden Rule store, located in the White Building, NE corner of 1st & Main Sreets. Woman in white waist is Mrs. Hans Halverson Nutterwill;  woman in black is Bess (Beardsley) Whitman. Two men not identified.  This is a print from a slide taken by John Talbott at the J.C. Penney Museum in Hamilton, Missouri. Print by Clifford Ott.",John Talbott,"Moscow, Idaho",46.731181,-117.001208,1912,,Image;StillImage,image/jpeg,Clothing store; Fabric bolts; Trunks; Mrs. Hans Halverson Nutterville; Bess Beardsley Whitman; Moscow,eng,01_03_066.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_066
01_03_067,Daily Idahonian interior,Two Daily Idahonian reporters at work in the Commercial Building.,Photographer Unidentified,"Moscow, Idaho",46.732206,-117.002627,1940,1950,Image;StillImage,image/jpeg,The Daily Idahonian; typewriters; Mens Clothing; Telephone; Moscow; Idaho,eng,01_03_067.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_067
01_03_068,Davids' store exterior in 1979,"David's department store exterior at Third and Main Streets, Moscow, Idaho",Clifford Ott,"Moscow, Idaho",46.732191,-117.001227,1979-08-26,,Image;StillImage,image/jpeg,David's ; Downtown; Moscow; Idaho; ;,eng,01_03_068.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_068
01_03_070,Davids' store exterior decorated for Christmas,"Davids' department store showing garlands strung across the streets and Christmas lights above intersection of Third and Main Streets in Moscow, Idaho. This image shows Florsheim Shoes as well as Davids. Street signage and two light street lights are visible. Cars are parked on the streets. ",Ted Cowin,"Moscow, Idaho",46.732191,-117.001227,1950,1955,Image;StillImage,image/jpeg,Downtown; Moscow; Idaho; Cars; Davids' store;,eng,01_03_070.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_070
01_03_072,Davids' department store exterior showing streets and parked cars.,"Intersection of Third and Main Streets in Moscow, Idaho showing awnings and cars parked in front of Davids' store.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1925,1935,Image;StillImage,image/jpeg,Downtown; Moscow; Idaho; Davids' store; Awnings; Cars,eng,01_03_072.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_072
01_03_074,Davids' grocery department,"Davids' store grocery department, showing counters, bread and other merchandise, also tubing for routing money.  Pictured with others are John and Clarice Sampson. Located in Moscow, Idaho, the metal tube running from the cashier out of the room was a vacum system which transported money across the store.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1918,,Image;StillImage,image/jpeg,Grocery Store; Money tubing; Fashion; Davids' store; John Sampson; Clarice Sampson,eng,01_03_074.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_074
01_03_075,Davids' store lingerie department,"Davids' department store Christmas display in lingerie department. Above the Lingerie dispolay is a decoration of Angels with the text ""And the Angels Sang,"" as part of David's Christmas decorations.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1929,1931,Image;StillImage,image/jpeg,Lingerie; Christmas display; Fashion; Davids' store; Moscow; Idaho,eng,01_03_075.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_075
01_03_076,Davids' store clothing deptartment,"Davids' store clothing and fabric (dry goods) on tables and shelves, also showing store columns and fixtures",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1929,1931,Image;StillImage,image/jpeg,Dry goods; Davids' store; Light Fixtures; Moscow; Idaho; Clothing,eng,01_03_076.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_076
01_03_077,Davids' store Interior,"Davids' dry goods interior, mens' department - after 1919 remodeling, taken from the mezzanine and showing mezzanine and interior column.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1929,1931,Image;StillImage,image/jpeg,Dry goods; Davids' store; Mezzanine; Columns; Idaho; Moscow,eng,01_03_077.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_077
01_03_078,Davids' store interior decorated for Christmas,"Davids' store in Moscow, Idaho decorated for Christmas as seen from mezzanine. The store as viewed here can be seen displaying items of interest on shelves. Decorations around the Mezzanine include angels and holly branches.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1929,1931,Image;StillImage,image/jpeg,Dry goods; Davids' store; Christmas display; Mezzanine; ;,eng,01_03_078.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_078
01_03_079,Davids' store interior decorated for Christmas,"Davids' Department store Christmas decorations as seen from ground floor where individual goods for sale can be seen clearly including cosmetics, hosiery, neckties, gloves and handbags.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1929,1931,Image;StillImage,image/jpeg,Ground floor; Davids' store; Christmas display; Mezzanine; Moscow; Idaho,eng,01_03_079.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_079
01_03_081,David's Department Store interior,"David's Department Store in Moscow, Idaho from the balcony or mezzanine prior to the 1919 rennovation of the interior of the building. This image shows all variety of dry goods including dresses, parasols (umbrellas) and boxed items. The grocery can be seen in the back of the first floor.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1929,1931,Image;StillImage,image/jpeg,David's; Department Store; Dresses; Grocery; Moscow; Idaho,eng,01_03_081.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_081
01_03_082,David's Department Store interior during Yellow Triangle Sale,David's Department Store interior set up for Yellow Triangle sale. This image was taken from the mezzanine showing the yellow triangle sale penants hung above the ground floor.,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1929,1931,Image;StillImage,image/jpeg,Davids'; Department Store; Sale; Moscow; Idaho;,eng,01_03_082.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_082
01_03_083,David's department store shoe department,"Davids' store interior, showing chairs, carpet, sign saying ""Health Shoes"" and shoe boxes on shelves in the shoe department",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Shoe department; Davids' store; Light fixtures; Carpet; Moscow; Idaho,eng,01_03_083.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_083
01_03_084,Davids' department store interior.,"Davids' store interior, showing mezzanine, money tubing, tables and display furniture, fabrics, and small merchandise.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Ground floor; Davids' store; Mezzanine; Fabric; Money tubing; Moscow,eng,01_03_084.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_084
01_03_085,Davids' department store interior,"The interior of Davids' in Moscow, Idaho. Showing goods for sale on tables, racks and shelves.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Department Store; Dry Goods; Moscow; Idaho;,eng,01_03_085.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_085
01_03_086,The Women's apparel department of David's Department Store,"The women's apparel department of Davids' Department Store in Moscow, Idaho. Dresses and other apparel can be seen on racks and on tables throughout the store.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Department Store; Dresses; Women; Moscow; Idaho,eng,01_03_086.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_086
01_03_087,The interior of Davids' Department store,"Davids' department store, fabric and accessories department.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids' ; Department Store; Fabric; Ribbon; Moscow; Idaho,eng,01_03_087.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_087
01_03_088,The Shoe department in Davids' Department store,"Davids' department store, shoe department",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Department Store; Shoe Department; Chairs; Moscow; Idaho,eng,01_03_088.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_088
01_03_089,David's Department Store interior,"Interior of David's department store in Moscow, Idaho. Various merchandise, i.e. umbrellas, cloth goods, and small containers on shelves and counters.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Department Store; Merchandise; Umbrellas; Moscow; Idaho,eng,01_03_089.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_089
01_03_090,David's Department Store Chinaware Department,"Davids' department store, Chinaware and candleabra on display ",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Department Store; Candleabra; Chinaware; Moscow; Idaho,eng,01_03_090.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_090
01_03_091,David's Department Store mens' hat department,"Davids' store, showing mens' hats and ties",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Department Store; Mens' hats; Mezzanine; Display cases; Moscow,eng,01_03_091.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_091
01_03_092,David's Department Store sporting goods department,Davids' store - sporting goods department,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Sporting goods; Golf clubs; Tennis rackets; Cases; Moscow,eng,01_03_092.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_092
01_03_093,David's Department Store shoe department,Davids' store shoe department showing chairs and stacks of shoe boxes on shelves,Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Shoe Department; Light fixtures; Columns; Shoe boxes; Moscow,eng,01_03_093.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_093
01_03_094,David's Department Store shoe department,"Davids' store shoe department showing new chair arrangement and light fixtures, with a salesman working with two people.",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1941,,Image;StillImage,image/jpeg,Davids'; Shoe Department; New light fixtures; Customers; Moscow; Idaho,eng,01-03-094.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_094
01_03_095,David's Department Store women's dresses,"Davids' store, showing dresses hanging in the Women's Department",Photographer Unidentified,"Moscow, Idaho",46.732191,-117.001227,1940,,Image;StillImage,image/jpeg,Davids'; Women's Dress Department; Dresses; Light fixtures; Moscow; Idaho,eng,01-03-095.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_095
01_03_096,Shields Building housing the Greater Boston Store,"Greater Boston Store with words on the awning, ""Meet Me At The Boston, The Store That Saves You Money.""  It was then occupied by Nathaniel Wiliamson.",Romig,"Moscow, Idaho",46.731312,-117.001225,1905,,Image;StillImage,image/jpeg,Shields Building; Nathaniel Williamson; Awning; Brickwork; Moscow; Idaho,eng,01-03-096.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_096
01_03_097,Wagonload of mattresses arriving at Grice Furniture Store,"Receiving a wagonload of mattresses at Grice's Furniture Store (next door to David's).  Mattress ""sidewalk"" sale. Horses are pulling a wagon of mattresses with men on top. Nathaniel Williamson later bought the store. Located on the east side of Main Street between 3rd and 4th Streets. ",Photographer Unidentified,"Moscow, Idaho",46.73199,-117.00121,1900,,Image;StillImage,image/jpeg,Grice's Furniture Store; Mattresses; Sidewalk sale; Horse and wagon; Main Street; Moscow,eng,01-03-097.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_097
01_03_098,Interior of Hotel Moscow,"Hotel Moscow interior lobby with three men and a woman posing.  It shows a long desk and several chairs, framed pictures on walls, stair case, upper floor, very tall ceiling. Handwriting on photo says, ""Mr. & Mrs. Walter Stern, Proprietors.""",Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1895,,Image;StillImage,image/jpeg,Hotel Moscow; Boarding House; Walter Stern; Hotel Lobby; Balcony; Moscow,eng,01-03-098.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_098
01_03_099,Exterior of Hotel Moscow on Main and 4th Streets,"Corner photo of the Hotel Moscow showing arched windows and interesting rooftop, arched entryways, barber pole, Knights of Pythias sign at 3rd floor window over Hodgin's Drug, interesting wooden barrel wagon in street with words ""Drink Soda Cream at _____"".",Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1900,1910,Image;StillImage,image/jpeg,Hotel Moscow; Knights of Pythias; Barber Pole; Hodgins Drug Store; Unpaved streets; Moscow,eng,01-03-099.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_099
01_03_100_01,Hotel Moscow,"Exterior of Hotel Moscow (color tinted), showing cupola, R. Hodgins store, power poles, 2 men at the entrance.",Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1912,,Image;StillImage,image/jpeg,Hotel Moscow; Hodgins Drug Store; Cupola; Power poles; Moscow; Idaho,eng,01-03-100-01.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_100_01
01_03_100_02,Hotel Moscow,"Exterior of Hotel Moscow (color tinted), showing cupola, R. Hodgins store, power poles, 2 men at the entrance.",Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1912,,Image;StillImage,image/jpeg,Hotel Moscow; Hodgins Drug Store; Cupola; Color tinting; Moscow; Idaho,eng,01-03-100-02.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_100_02
01_03_101,Hotel Moscow,"Exterior of Hotel Moscow, showing changes to the building including bricked-in corner entrance.",Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1980,,Image;StillImage,image/jpeg,Hotel Moscow; Hodgins Drug Store; Jackle Jewelry; Downtown; Moscow; Idaho,eng,01-03-101.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_101
01_03_102,Hotel Moscow,"Exterior of Hotel Moscow, showing Jackle Jewelry sign, bare small trees along Main Street",Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1980,,Image;StillImage,image/jpeg,Hotel Moscow; Friendship Square; Jackle Jewelry; Downtown; Moscow; Idaho,eng,01-03-102.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_102
01_03_103,Hotel Moscow,Exterior of Hotel Moscow in winter,Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1980,,Image;StillImage,image/jpeg,Hotel Moscow; Friendship Square; Bench; Snow; Moscow; Idaho,eng,01-03-103.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_103
01_03_104,Hotel Moscow,Exterior of Hotel Moscow in winter,Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1980,,Image;StillImage,image/jpeg,Hotel Moscow; Friendship Square; Bench; Snow; Moscow; Idaho,eng,01-03-104.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_104
01_03_105,Hotel Moscow,Exterior of Hotel Moscow showing people walking and Jackle Jewelry sign,Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1980,,Image;StillImage,image/jpeg,Hotel Moscow; Friendship Square; Jackle Jewelry; Moscow; Idaho;,eng,01-03-105.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_105
01_03_106,Hotel Moscow,Exterior of Hotel Moscow showing steps in arched entry on Main Street,Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1980,,Image;StillImage,image/jpeg,Hotel Moscow; Arched entry; Main Street; Moscow; Idaho;,eng,01-03-106.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_106
01_03_107,Hotel Moscow,"Exterior of Hotel Moscow, showing Jackle Jewelry sign, bare small trees along Main Street",Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1980,,Image;StillImage,image/jpeg,Hotel Moscow; Jackle Jewelry ; Main Street; Moscow; Idaho;,eng,01-03-107.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_107
01_03_108,Barbershop at Hotel Moscow,Barbershop interior at the Hotel Moscow - owned by Thompson and Hart 1st chair: Sam Russell 2nd chair: unknown 3rd chair Bunney Estes 4th chair: George Roland shoe shine man: George Belles,Photographer Unidentified,"Moscow, Idaho",46.731845,-117.001628,1900,,Image;StillImage,image/jpeg,Hotel Moscow; Barbershop; Chairs; Barbers; Interior; Moscow,eng,01-03-108.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_108
01_03_109,Blaine Manor apartments,"Blaine Manor apartments in Moscow, Idaho",Photographer Unidentified,"Moscow, Idaho",46.73217,-116.986053,1950,1951,Image;StillImage,image/jpeg,Apartment buildings; Moscow; Idaho; ; ;,eng,01-03-109.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_109
01_03_111,McConnell building,Exterior of McConnell building which contained Brown's Furniture store and Thatuna Apartments above it in 1980.,Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1980,,Image;StillImage,image/jpeg,McConnell Building; Brown's Furniture; Thatuna Apartments; Main Street; Snow; Moscow,eng,01-03-111.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_111
01_03_112,McConnell-Maguire building,"McConnell-Maguire building in the 1890s, showing hitching rack, unpaved streets, and original roofline ornamentation.  Across the back alley a building with sign McConnell Maguire Undertaker Parlors can be seen.",Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1891,1900,Image;StillImage,image/jpeg,McConnell-Maguire Building; Hitching post; Undertaker parlors; Unpaved streets; Moscow; Idaho,eng,01-03-112.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_112
01_03_113,Williamson's Store in McConnell building,McConnell-Maguire block containing Williamson's store. N. Williamson moved his store here after outgrowing the Greater Boston. Williamson's occupied the store from 1914-1920. The cafe is at the right. Picture shows trucks of freight being delivered in front. (SE corner of 1st and Main Sts),Sterner,"Moscow, Idaho",46.733498,-117.001263,1911,1919,Image;StillImage,image/jpeg,McConnell-Maguire Building; Horse and wagon; Cars; Williamson's Store; Williamson's Cafe; Moscow,eng,01-03-113.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_113
01_03_114,Backside of McConnell-Maguire building and Kenworthy Plaza,Backside of McConnell Building with Brown's Furniture sign on south wall.  Thatuna apartment on upper floors.  Also shows Kenworthy Plaza in winter,Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1980,,Image;StillImage,image/jpeg,McConnell-Maguire Building; Kenworthy Plaza; Cars; Snow; Moscow; Idaho,eng,01-03-114.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_114
01_03_115,McConnell-Maguire building,McConnell-Maguire building containing Brown's Furniture store.  Cars travelling on snowy streets.,Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1980,,Image;StillImage,image/jpeg,McConnell-Maguire Building; Brown's Furniture; Cars; Snow; Moscow; Idaho,eng,01_03_115.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_115
01_03_116,McConnell-Maguire building when first built,McConnell-Maguire Building on southeast corner of First and Main Streets,Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1891,,Image;StillImage,image/jpeg,McConnell-Maguire Building; Power poles; Moscow; Idaho; ;,eng,01_03_116.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_116
01_03_117,Williamson's Department Store going out of business announcement,"Announcement and ad for Williamson Department Store going out of business sale, September 9th, probably 1919 since that's when the business closed.",Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1918,1919,Image;StillImage,image/jpeg,Williamson Department Store; Advertisement; Going out of business sale; Moscow; Idaho;,eng,01_03_117.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_117
01_03_118,Williamson's Department Store rendering in advertisement,"Williamson's flier at time of closing in 1919, picture and text.  Vertical Williamson's sign is not on the building.",Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1918,1919,Image;StillImage,image/jpeg,Williamson Department Store; Advertisement; Going out of business sale; Cars; Moscow; Idaho,eng,01_03_118.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_118
01_03_119,McConnell-Maguire building,McConnell Building containing Brown's Furniture store.  Pickup parked in front.  Part of a Bank sign across Main Street on right side of picture.  Corner of First and Main Streets.,Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1974,,Image;StillImage,image/jpeg,McConnell Building; Brown's Furniture; Thatuna Apartments; Cars; Main Street; Moscow,eng,01_03_119.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_119
01_03_121,McConnell-Maguire building,McConnell-Maguire building containing Brown's Furniture store.  Cars travelling on snowy streets.,Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1980,,Image;StillImage,image/jpeg,McConnell-Maguire Building; Brown's Furniture; Cars; Snow; Moscow; Idaho,eng,01_03_121.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_121
01_03_122,Children in front of Williamson's Store,"Street full of children at a celebration put on by Red Goose shoes at Williamson's Store, Main Street, Moscow",Photographer Unidentified,"Moscow, Idaho",46.733498,-117.001263,1907,,Image;StillImage,image/jpeg,Williamson Department Store; Children; Red Goose School Shoes; Downtown; Moscow; Idaho,eng,01_03_122.jpg,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",01_03_122
